ContactID,ClientID,StaffID,ContactDate,ContactType,ContactOutcome,ContactDurationMinutes,FollowUpDate,ContactNotesCategory
50677,3056,2003,2025-06-06,Phone,No Answer,,2025-06-09,Follow-Up
50678,3056,2003,2025-06-19,Text Message,Successful,15,2025-07-19,Service Planning
50679,3056,2003,2025-07-10,Phone,Client Declined,,,Service Planning
50680,3056,2003,2025-07-13,In Person,Successful,15,2025-07-16,Follow-Up
50681,3056,2003,2025-08-09,Phone,Successful,60,2025-08-12,Referral
50682,3056,2003,2025-10-13,Text Message,Successful,15,2025-10-20,Crisis Support
50683,3056,2003,2025-10-20,Email,Rescheduled,30,2025-11-10,Service Planning
50684,3056,2003,2026-01-06,Outreach Attempt,Client Declined,,,Follow-Up
50685,3056,2003,2026-02-01,Text Message,Client Declined,,,Crisis Support
50686,3056,2003,2026-02-19,Outreach Attempt,No Answer,,2026-03-05,Documentation
50687,3056,2003,2026-03-08,Text Message,Successful,30,2026-03-15,Program Update
50688,3056,2003,2026-03-21,In Person,Voicemail,,2026-04-20,Documentation
50689,3056,2003,2026-04-05,Outreach Attempt,Client Declined,,,Referral
50690,3056,2003,2026-05-16,Phone,Successful,30,2026-05-23,Follow-Up
50691,3056,2003,2026-06-12,Video,Successful,15,2026-06-26,Crisis Support
50692,3057,2018,2024-05-04,Outreach Attempt,No Answer,,2024-05-07,Crisis Support
50693,3057,2018,2024-05-15,Text Message,No Answer,,2024-06-05,Follow-Up
50694,3057,2018,2024-06-19,Text Message,Successful,90,2024-07-19,General Check-In
50695,3057,2018,2024-06-30,Text Message,Unable to Locate,,,General Check-In
50696,3057,2018,2024-07-17,Phone,Unable to Locate,,,Documentation
50697,3057,2018,2024-10-09,Email,Successful,60,2024-10-12,Follow-Up
50698,3057,2018,2024-10-27,Phone,Successful,45,2024-11-26,Service Planning
50699,3057,2018,2024-11-17,Text Message,No Answer,,2024-12-01,Crisis Support
50700,3057,2018,2025-06-05,Phone,Successful,30,2025-06-19,Follow-Up
50701,3057,2018,2025-06-16,Phone,Successful,10,2025-06-23,Follow-Up
50702,3057,2018,2025-07-04,Outreach Attempt,No Answer,,2025-07-18,Referral
50703,3057,2018,2025-09-08,Video,Successful,45,2025-09-15,Crisis Support
50704,3057,2018,2025-10-15,Phone,Successful,30,2025-10-18,Crisis Support
50705,3057,2018,2026-02-09,Email,Client Declined,,,General Check-In
50706,3057,2018,2026-05-31,Video,Successful,90,2026-06-30,Program Update
50707,3058,2018,2025-04-12,In Person,Successful,20,2025-04-26,Documentation
50708,3058,2018,2025-08-14,Text Message,Successful,10,2025-08-28,Documentation
50709,3058,2018,2025-08-31,Text Message,Successful,15,2025-09-07,General Check-In
50710,3058,2018,2025-10-27,Phone,Successful,10,2025-11-10,Service Planning
50711,3058,2018,2025-11-04,Phone,Successful,30,2025-11-18,Service Planning
50712,3058,2018,2025-11-08,Text Message,Unable to Locate,,,Program Update
50713,3058,2018,2025-12-12,Email,Successful,20,2025-12-15,General Check-In
50714,3058,2018,2025-12-17,In Person,Voicemail,,2026-01-07,Documentation
50715,3058,2018,2026-01-11,Email,Voicemail,,2026-01-14,Documentation
50716,3058,2018,2026-02-04,Email,Successful,30,2026-02-11,Referral
50717,3058,2018,2026-06-12,In Person,Successful,10,2026-06-19,Follow-Up
50718,3059,2003,2025-06-07,Video,Rescheduled,20,2025-06-14,Program Update
50719,3059,2003,2025-09-30,Phone,No Answer,,2025-10-14,Referral
50720,3059,2003,2025-11-22,Phone,Voicemail,,2025-11-29,General Check-In
50721,3059,2003,2025-11-24,Phone,Successful,15,2025-12-08,Service Planning
50722,3059,2003,2026-02-09,Outreach Attempt,No Answer,,2026-03-02,Follow-Up
50723,3059,2003,2026-03-10,In Person,Successful,10,2026-03-17,Follow-Up
50724,3059,2003,2026-06-02,Text Message,Successful,20,2026-06-05,Crisis Support
50725,3060,2011,2024-04-19,Email,Successful,45,2024-04-22,Program Update
50726,3060,2011,2024-12-14,Outreach Attempt,Voicemail,,2025-01-04,Documentation
50727,3060,2011,2024-12-22,Outreach Attempt,Client Declined,,,General Check-In
50728,3060,2011,2025-11-02,Phone,Successful,90,2025-11-16,Referral
50729,3060,2011,2025-12-02,Text Message,Voicemail,,2025-12-09,Follow-Up
50730,3060,2011,2025-12-29,Text Message,Rescheduled,45,2026-01-12,Crisis Support
50731,3060,2011,2026-06-06,Text Message,Successful,45,2026-07-06,Documentation
50732,3061,2018,2025-04-22,Video,No Answer,,2025-04-25,Documentation
50733,3061,2018,2025-09-04,Phone,Successful,15,2025-09-07,Service Planning
50734,3061,2018,2026-03-04,Phone,Successful,20,2026-03-18,Referral
50735,3061,2018,2026-03-18,Outreach Attempt,Successful,90,2026-03-25,Referral
50736,3061,2018,2026-06-29,Video,No Answer,,2026-07-06,Documentation
50737,3062,2005,2024-05-21,In Person,Successful,60,2024-05-28,Service Planning
50738,3062,2005,2025-01-21,Phone,Successful,30,2025-02-11,Crisis Support
50739,3062,2005,2025-03-16,In Person,Successful,45,2025-03-23,Follow-Up
50740,3062,2005,2025-12-25,Phone,Rescheduled,20,2026-01-08,Follow-Up
50741,3062,2005,2026-03-10,Email,Successful,30,2026-03-17,Follow-Up
50742,3062,2005,2026-07-09,Phone,Successful,30,,Documentation
50743,3063,2017,2024-11-23,Video,Rescheduled,60,2024-11-26,Service Planning
50744,3063,2017,2024-11-25,In Person,No Answer,,2024-11-28,Documentation
50745,3063,2017,2024-12-05,Outreach Attempt,Successful,45,2025-01-04,General Check-In
50746,3063,2017,2025-01-25,Email,No Answer,,2025-02-24,Documentation
50747,3063,2017,2025-01-30,Phone,Voicemail,,2025-02-06,Follow-Up
50748,3063,2017,2025-02-06,Phone,Rescheduled,20,2025-02-13,Documentation
50749,3063,2017,2025-03-08,Text Message,Successful,15,2025-03-15,Crisis Support
50750,3063,2017,2025-03-30,Text Message,No Answer,,2025-04-29,Follow-Up
50751,3063,2017,2025-04-30,In Person,Unable to Locate,,,Referral
50752,3063,2017,2025-05-29,Text Message,Successful,45,2025-06-19,General Check-In
50753,3063,2017,2025-10-29,Video,Successful,30,2025-11-05,Documentation
50754,3063,2017,2025-11-08,Text Message,Client Declined,,,General Check-In
50755,3063,2017,2025-12-26,In Person,Successful,90,2025-12-29,Documentation
50756,3063,2017,2026-01-10,Phone,Voicemail,,2026-01-13,Documentation
50757,3063,2017,2026-01-11,Phone,Voicemail,,2026-02-01,Program Update
50758,3063,2017,2026-01-27,In Person,Successful,60,2026-01-30,Program Update
50759,3063,2017,2026-03-14,Phone,Voicemail,,2026-03-17,General Check-In
50760,3063,2017,2026-05-24,In Person,Unable to Locate,,,Documentation
50761,3063,2017,2026-06-09,Phone,Client Declined,,,General Check-In
50762,3064,2017,2025-12-03,Phone,Successful,10,2026-01-02,Crisis Support
50763,3064,2017,2025-12-04,Phone,Successful,10,2025-12-25,Service Planning
50764,3064,2017,2025-12-05,Outreach Attempt,Voicemail,,2026-01-04,Crisis Support
50765,3064,2017,2025-12-12,Video,Successful,60,2025-12-19,General Check-In
50766,3064,2017,2025-12-12,Email,Voicemail,,2025-12-26,Program Update
50767,3064,2017,2025-12-14,Email,Successful,45,2025-12-28,Follow-Up
50768,3064,2017,2025-12-19,Text Message,Successful,15,2026-01-02,Documentation
50769,3064,2017,2025-12-20,Email,No Answer,,2026-01-10,Follow-Up
50770,3064,2017,2026-01-11,Email,Successful,45,2026-02-10,Crisis Support
50771,3064,2017,2026-01-13,Phone,Successful,15,2026-01-20,Service Planning
50772,3064,2017,2026-01-13,In Person,No Answer,,2026-02-03,Referral
50773,3064,2017,2026-01-14,Email,Successful,30,2026-02-13,Documentation
50774,3064,2017,2026-01-28,In Person,Successful,10,2026-02-27,Service Planning
50775,3065,2014,2026-02-12,Phone,No Answer,,2026-02-15,Program Update
50776,3065,2014,2026-02-20,Text Message,No Answer,,2026-02-23,Documentation
50777,3065,2014,2026-03-06,Email,Voicemail,,2026-04-05,Service Planning
50778,3065,2014,2026-03-22,Video,Voicemail,,2026-03-29,Program Update
50779,3065,2014,2026-03-23,Text Message,Successful,30,2026-04-06,Documentation
50780,3065,2014,2026-04-13,Video,Client Declined,,,Referral
50781,3065,2014,2026-04-23,Phone,Client Declined,,,Program Update
50782,3065,2014,2026-04-23,Email,Successful,90,2026-05-07,Follow-Up
50783,3065,2014,2026-05-05,Email,Client Declined,,,General Check-In
50784,3065,2014,2026-05-07,In Person,Rescheduled,45,2026-05-14,Program Update
50785,3065,2014,2026-05-11,In Person,Client Declined,,,Service Planning
50786,3065,2014,2026-05-14,Phone,Successful,30,2026-05-28,Program Update
50787,3065,2014,2026-06-21,Email,No Answer,,2026-07-05,Follow-Up
50788,3065,2014,2026-07-01,In Person,Successful,20,2026-07-08,General Check-In
50789,3065,2014,2026-07-11,Phone,Successful,30,,Referral
50790,3066,2012,2026-05-12,Phone,Successful,30,2026-06-02,Crisis Support
50791,3066,2012,2026-05-13,Phone,Successful,10,2026-06-12,General Check-In
50792,3066,2012,2026-05-13,Email,Unable to Locate,,,Crisis Support
50793,3066,2012,2026-05-13,Email,Unable to Locate,,,Crisis Support
50794,3066,2012,2026-05-17,Outreach Attempt,Client Declined,,,Service Planning
50795,3066,2012,2026-05-19,Text Message,Successful,60,2026-06-18,Service Planning
50796,3066,2012,2026-05-19,In Person,Voicemail,,2026-06-09,Program Update
50797,3066,2012,2026-05-21,Outreach Attempt,Voicemail,,2026-06-11,Program Update
50798,3066,2012,2026-05-24,Outreach Attempt,Voicemail,,2026-05-31,Follow-Up
50799,3066,2012,2026-05-26,Phone,Voicemail,,2026-06-02,Documentation
50800,3066,2012,2026-05-27,Phone,No Answer,,2026-06-03,Referral
50801,3066,2012,2026-05-27,Text Message,Successful,30,2026-05-30,Service Planning
50802,3066,2012,2026-05-28,In Person,Successful,15,2026-05-31,Documentation
50803,3066,2012,2026-05-28,Email,Rescheduled,10,2026-06-04,Follow-Up
50804,3066,2012,2026-05-29,Text Message,No Answer,,2026-06-28,Referral
50805,3066,2012,2026-05-30,Phone,Unable to Locate,,,Follow-Up
50806,3066,2012,2026-06-09,Phone,Voicemail,,2026-06-12,Program Update
50807,3066,2012,2026-06-09,Email,Unable to Locate,,,Crisis Support
50808,3066,2012,2026-06-11,In Person,No Answer,,2026-07-11,Referral
50809,3066,2012,2026-06-11,Text Message,Rescheduled,45,2026-06-25,Crisis Support
50810,3067,2018,2026-06-22,Phone,Voicemail,,,Documentation
50811,3067,2018,2026-07-02,Text Message,Successful,90,2026-07-05,Crisis Support
50812,3067,2018,2026-07-07,In Person,Successful,15,,General Check-In
50813,3067,2018,2026-07-08,Outreach Attempt,No Answer,,2026-07-11,Service Planning
50814,3067,2018,2026-07-08,Outreach Attempt,No Answer,,,Referral
50815,3067,2018,2026-07-10,Email,Successful,60,,Documentation
50816,3068,2006,2025-04-09,In Person,Rescheduled,30,2025-04-23,Program Update
50817,3068,2006,2025-06-08,Text Message,Voicemail,,2025-06-15,Follow-Up
50818,3068,2006,2025-10-05,Outreach Attempt,Client Declined,,,Documentation
50819,3068,2006,2026-01-12,Phone,Successful,30,2026-01-15,Service Planning
50820,3068,2006,2026-04-07,Phone,Successful,15,2026-05-07,General Check-In
50821,3068,2006,2026-04-08,Phone,No Answer,,2026-05-08,Referral
50822,3068,2006,2026-05-07,Video,Voicemail,,2026-05-10,Service Planning
50823,3068,2006,2026-05-07,Outreach Attempt,Successful,45,2026-05-14,General Check-In
50824,3068,2006,2026-05-15,In Person,Rescheduled,60,2026-05-22,Program Update
50825,3068,2006,2026-05-23,Outreach Attempt,Voicemail,,2026-06-13,Program Update
50826,3068,2006,2026-06-04,Outreach Attempt,No Answer,,2026-07-04,General Check-In
50827,3068,2006,2026-06-07,Email,Voicemail,,2026-06-14,Service Planning
50828,3069,2013,2024-10-24,Outreach Attempt,No Answer,,2024-10-27,General Check-In
50829,3069,2013,2025-04-30,Phone,Client Declined,,,Follow-Up
50830,3069,2013,2025-08-21,In Person,Rescheduled,60,2025-08-28,Follow-Up
50831,3069,2013,2025-09-20,Phone,Client Declined,,,Referral
50832,3069,2013,2025-10-04,Outreach Attempt,Client Declined,,,Follow-Up
50833,3069,2013,2025-12-27,Email,Successful,90,2026-01-17,General Check-In
50834,3069,2013,2026-01-19,Phone,Rescheduled,10,2026-02-18,Documentation
50835,3069,2013,2026-07-11,Email,Successful,20,,General Check-In
50836,3070,2012,2025-12-08,Email,Successful,45,2025-12-15,Service Planning
50837,3070,2012,2025-12-14,In Person,No Answer,,2025-12-28,Crisis Support
50838,3070,2012,2025-12-28,Outreach Attempt,Client Declined,,,Referral
50839,3070,2012,2026-01-03,Email,Successful,45,2026-01-17,Service Planning
50840,3070,2012,2026-01-15,Text Message,No Answer,,2026-01-29,Service Planning
50841,3070,2012,2026-01-20,Outreach Attempt,No Answer,,2026-02-10,Referral
50842,3070,2012,2026-02-08,In Person,Client Declined,,,Documentation
50843,3070,2012,2026-02-13,Email,Successful,20,2026-02-16,General Check-In
50844,3070,2012,2026-03-04,Outreach Attempt,Client Declined,,,Documentation
50845,3070,2012,2026-03-20,Video,Rescheduled,90,2026-04-03,Crisis Support
50846,3070,2012,2026-03-31,Email,Successful,15,2026-04-14,Service Planning
50847,3070,2012,2026-04-07,Phone,Voicemail,,2026-04-28,Documentation
50848,3070,2012,2026-04-16,In Person,Voicemail,,2026-05-07,Referral
50849,3070,2012,2026-04-16,Text Message,Rescheduled,10,2026-04-23,Crisis Support
50850,3070,2012,2026-04-28,Text Message,No Answer,,2026-05-19,Follow-Up
50851,3070,2012,2026-05-03,Phone,No Answer,,2026-05-24,Follow-Up
50852,3070,2012,2026-06-03,Text Message,Successful,60,2026-07-03,Documentation
50853,3070,2012,2026-06-20,Outreach Attempt,Rescheduled,30,2026-06-23,Documentation
50854,3070,2012,2026-07-09,Phone,Successful,30,,General Check-In
50855,3070,2012,2026-07-10,Email,Successful,15,,Program Update
50856,3071,2015,2025-09-24,Phone,Successful,60,2025-10-01,Follow-Up
50857,3071,2015,2025-10-18,Email,Successful,15,2025-11-17,Crisis Support
50858,3071,2015,2025-10-25,Email,Successful,20,2025-11-08,Crisis Support
50859,3071,2015,2025-11-06,Email,Successful,90,2025-11-27,Crisis Support
50860,3071,2015,2025-11-09,Phone,Successful,20,2025-12-09,Documentation
50861,3071,2015,2025-12-15,Email,Successful,20,2026-01-14,General Check-In
50862,3071,2015,2025-12-20,Outreach Attempt,No Answer,,2026-01-10,Referral
50863,3071,2015,2026-03-03,Phone,Voicemail,,2026-03-06,Crisis Support
50864,3071,2015,2026-03-22,In Person,Successful,20,2026-04-12,Program Update
50865,3071,2015,2026-04-20,Phone,No Answer,,2026-05-11,Crisis Support
50866,3071,2015,2026-05-09,In Person,No Answer,,2026-05-12,Documentation
50867,3071,2015,2026-05-28,In Person,No Answer,,2026-06-27,Service Planning
50868,3071,2015,2026-06-12,Phone,Rescheduled,20,2026-06-19,Follow-Up
50869,3071,2015,2026-06-15,Email,Successful,60,2026-06-22,General Check-In
50870,3071,2015,2026-07-02,Text Message,Rescheduled,10,2026-07-05,Crisis Support
50871,3071,2015,2026-07-10,Outreach Attempt,Unable to Locate,,,Crisis Support
50872,3072,2008,2024-12-29,Email,Successful,10,2025-01-12,Documentation
50873,3072,2008,2025-01-18,Phone,Unable to Locate,,,Referral
50874,3072,2008,2025-01-20,Video,Successful,60,2025-02-03,Referral
50875,3072,2008,2025-02-08,Email,Unable to Locate,,,Service Planning
50876,3072,2008,2025-05-26,Phone,No Answer,,2025-06-02,Program Update
50877,3072,2008,2025-06-01,Text Message,Successful,10,2025-06-08,Crisis Support
50878,3072,2008,2025-07-11,Outreach Attempt,No Answer,,2025-08-10,Service Planning
50879,3072,2008,2025-08-30,Email,Successful,90,2025-09-13,Service Planning
50880,3072,2008,2025-09-04,Email,Successful,90,2025-09-11,Follow-Up
50881,3072,2008,2025-11-02,Phone,Successful,20,2025-11-16,Documentation
50882,3072,2008,2025-12-10,Phone,Successful,90,2026-01-09,General Check-In
50883,3072,2008,2025-12-17,Phone,Successful,10,2025-12-31,Service Planning
50884,3072,2008,2026-01-05,In Person,Client Declined,,,Crisis Support
50885,3072,2008,2026-02-23,Phone,Successful,20,2026-03-02,Documentation
50886,3072,2008,2026-04-09,In Person,Successful,30,2026-04-16,Documentation
50887,3073,2008,2024-07-07,In Person,Unable to Locate,,,Documentation
50888,3073,2008,2024-10-09,Phone,Successful,30,2024-10-12,General Check-In
50889,3073,2008,2024-12-21,Outreach Attempt,Voicemail,,2025-01-11,Crisis Support
50890,3073,2008,2025-03-02,Outreach Attempt,Voicemail,,2025-03-23,Referral
50891,3073,2008,2025-04-25,Text Message,No Answer,,2025-04-28,Service Planning
50892,3073,2008,2025-10-01,Phone,Successful,90,2025-10-31,General Check-In
50893,3073,2008,2025-11-16,Video,Unable to Locate,,,Documentation
50894,3073,2008,2025-12-03,In Person,Successful,90,2025-12-10,Documentation
50895,3073,2008,2026-02-10,In Person,Successful,20,2026-02-24,Service Planning
50896,3073,2008,2026-04-08,Outreach Attempt,No Answer,,2026-04-11,General Check-In
50897,3073,2008,2026-04-11,Email,Successful,20,2026-04-18,Referral
50898,3073,2008,2026-04-23,Phone,Successful,90,2026-05-14,Documentation
50899,3073,2008,2026-05-15,Outreach Attempt,Rescheduled,15,2026-06-05,Documentation
50900,3073,2008,2026-06-19,Text Message,Rescheduled,30,2026-07-10,Documentation
50901,3073,2008,2026-07-05,Phone,Rescheduled,30,,Crisis Support
50902,3074,2005,2024-02-25,Phone,No Answer,,2024-03-03,General Check-In
50903,3074,2005,2024-07-17,Text Message,Successful,90,2024-08-16,Program Update
50904,3074,2005,2024-08-03,Text Message,Voicemail,,2024-08-06,Service Planning
50905,3074,2005,2024-08-06,In Person,Successful,10,2024-08-27,Service Planning
50906,3074,2005,2024-11-07,Video,Successful,20,2024-11-21,Crisis Support
50907,3074,2005,2025-02-12,Phone,Successful,15,2025-02-19,Referral
50908,3074,2005,2025-03-09,In Person,Successful,15,2025-03-23,Service Planning
50909,3074,2005,2025-04-12,Text Message,Voicemail,,2025-05-12,Follow-Up
50910,3074,2005,2025-06-21,Phone,Client Declined,,,Referral
50911,3074,2005,2025-07-05,In Person,Unable to Locate,,,Service Planning
50912,3074,2005,2025-09-12,Phone,Successful,45,2025-09-19,Crisis Support
50913,3075,2011,2026-01-28,Phone,Successful,10,2026-02-11,General Check-In
50914,3075,2011,2026-02-14,In Person,Successful,30,2026-03-16,Documentation
50915,3075,2011,2026-02-25,Video,Successful,30,2026-03-11,Crisis Support
50916,3075,2011,2026-03-03,In Person,Successful,45,2026-03-10,Referral
50917,3075,2011,2026-03-06,In Person,No Answer,,2026-04-05,Referral
50918,3075,2011,2026-03-09,In Person,Rescheduled,60,2026-04-08,Documentation
50919,3075,2011,2026-03-10,Outreach Attempt,No Answer,,2026-03-31,Crisis Support
50920,3075,2011,2026-03-16,Outreach Attempt,Unable to Locate,,,Follow-Up
50921,3075,2011,2026-04-02,In Person,No Answer,,2026-05-02,Referral
50922,3075,2011,2026-04-05,Phone,Successful,45,2026-04-08,Follow-Up
50923,3075,2011,2026-04-09,Text Message,Successful,60,2026-04-30,Program Update
50924,3075,2011,2026-04-26,Email,Client Declined,,,Crisis Support
50925,3075,2011,2026-05-14,Text Message,Client Declined,,,Follow-Up
50926,3075,2011,2026-05-29,Outreach Attempt,Client Declined,,,Follow-Up
50927,3075,2011,2026-06-04,Video,Unable to Locate,,,Crisis Support
50928,3075,2011,2026-06-19,Phone,Client Declined,,,General Check-In
50929,3075,2011,2026-06-30,Phone,Voicemail,,,Service Planning
50930,3075,2011,2026-07-08,In Person,Successful,90,,Follow-Up
50931,3076,2012,2024-01-02,Email,Successful,45,2024-01-23,Program Update
50932,3076,2012,2024-04-26,In Person,Rescheduled,20,2024-05-17,Program Update
50933,3076,2012,2024-07-14,Email,Client Declined,,,Program Update
50934,3076,2012,2024-07-24,In Person,Successful,20,2024-07-31,Follow-Up
50935,3076,2012,2024-12-03,Phone,No Answer,,2024-12-24,Follow-Up
50936,3076,2012,2025-03-01,Phone,No Answer,,2025-03-31,Service Planning
50937,3076,2012,2025-04-01,Phone,Unable to Locate,,,Service Planning
50938,3076,2012,2025-06-27,Phone,Successful,90,2025-07-18,General Check-In
50939,3076,2012,2025-07-03,Outreach Attempt,Voicemail,,2025-07-17,Service Planning
50940,3076,2012,2025-08-28,Email,Voicemail,,2025-08-31,General Check-In
50941,3076,2012,2025-11-30,Phone,Successful,15,2025-12-30,Service Planning
50942,3076,2012,2025-12-11,Outreach Attempt,Client Declined,,,Follow-Up
50943,3076,2012,2025-12-15,Phone,Rescheduled,15,2025-12-18,General Check-In
50944,3077,2017,2023-12-12,Phone,Successful,20,2023-12-15,Program Update
50945,3077,2017,2024-07-07,Text Message,Successful,10,2024-07-14,Service Planning
50946,3077,2017,2024-10-03,Phone,No Answer,,2024-10-10,Follow-Up
50947,3077,2017,2025-01-08,Email,Successful,30,2025-01-22,Crisis Support
50948,3077,2017,2025-01-24,Phone,Successful,90,2025-02-07,Program Update
50949,3078,2002,2024-10-26,Phone,Rescheduled,20,2024-11-16,Documentation
50950,3078,2002,2024-12-07,Video,Successful,90,2025-01-06,General Check-In
50951,3078,2002,2024-12-24,In Person,Successful,15,2025-01-14,Referral
50952,3078,2002,2025-02-09,Phone,Rescheduled,90,2025-02-16,Service Planning
50953,3078,2002,2025-06-08,Phone,Client Declined,,,Referral
50954,3078,2002,2025-06-26,In Person,Successful,20,2025-07-17,Service Planning
50955,3078,2002,2025-08-22,Text Message,Unable to Locate,,,Follow-Up
50956,3078,2002,2025-09-24,Text Message,Successful,20,2025-10-24,Referral
50957,3078,2002,2025-10-19,Outreach Attempt,Rescheduled,15,2025-11-09,Referral
50958,3078,2002,2026-02-16,Phone,Successful,45,2026-03-02,Program Update
50959,3078,2002,2026-06-23,Phone,Successful,90,2026-07-07,General Check-In
50960,3079,2008,2025-01-12,Outreach Attempt,No Answer,,2025-01-26,Referral
50961,3079,2008,2025-06-01,In Person,Successful,20,2025-06-22,Program Update
50962,3079,2008,2025-11-02,Phone,Successful,90,2025-11-23,Documentation
50963,3079,2008,2026-06-25,Phone,Successful,10,2026-07-09,Documentation
50964,3080,2013,2025-10-20,Outreach Attempt,Rescheduled,10,2025-11-19,Follow-Up
50965,3080,2013,2025-10-27,Email,Rescheduled,45,2025-11-03,Documentation
50966,3080,2013,2025-10-30,Outreach Attempt,Rescheduled,90,2025-11-20,Documentation
50967,3080,2013,2025-11-07,Video,Voicemail,,2025-11-21,Crisis Support
50968,3080,2013,2025-11-07,Outreach Attempt,Client Declined,,,Crisis Support
50969,3080,2013,2025-11-13,Phone,Successful,45,2025-12-04,Follow-Up
50970,3080,2013,2025-11-13,Phone,Successful,30,2025-12-13,General Check-In
50971,3080,2013,2025-11-20,Outreach Attempt,Successful,10,2025-12-11,General Check-In
50972,3080,2013,2025-11-22,In Person,Successful,90,2025-11-29,Crisis Support
50973,3080,2013,2025-12-12,Phone,Voicemail,,2026-01-11,Crisis Support
50974,3080,2013,2026-01-05,Outreach Attempt,Rescheduled,90,2026-01-12,Crisis Support
50975,3081,2017,2024-04-14,In Person,Successful,10,2024-04-28,Follow-Up
50976,3081,2017,2024-05-23,Phone,Successful,60,2024-06-06,Documentation
50977,3081,2017,2024-09-27,Outreach Attempt,No Answer,,2024-10-18,Referral
50978,3081,2017,2024-12-18,In Person,Rescheduled,60,2025-01-08,Program Update
50979,3081,2017,2025-03-04,Phone,Voicemail,,2025-03-11,Service Planning
50980,3081,2017,2025-04-17,Text Message,No Answer,,2025-05-08,Documentation
50981,3081,2017,2025-07-07,In Person,Successful,20,2025-07-28,General Check-In
50982,3081,2017,2026-04-16,Phone,Successful,15,2026-04-19,Follow-Up
50983,3081,2017,2026-05-22,Video,No Answer,,2026-06-12,General Check-In
50984,3081,2017,2026-06-08,Email,Successful,20,2026-06-29,Referral
50985,3082,2003,2026-05-14,Text Message,Successful,45,2026-05-28,Referral
50986,3082,2003,2026-05-15,In Person,No Answer,,2026-06-14,General Check-In
50987,3082,2003,2026-05-18,Text Message,Successful,20,2026-05-25,Follow-Up
50988,3082,2003,2026-05-24,In Person,Successful,10,2026-06-14,Service Planning
50989,3082,2003,2026-05-27,Text Message,No Answer,,2026-06-10,Referral
50990,3082,2003,2026-05-28,Phone,Voicemail,,2026-05-31,Program Update
50991,3082,2003,2026-05-28,In Person,No Answer,,2026-06-04,Service Planning
50992,3082,2003,2026-06-01,Outreach Attempt,Successful,30,2026-06-04,Referral
50993,3082,2003,2026-06-07,Text Message,Rescheduled,20,2026-06-14,Program Update
50994,3082,2003,2026-06-08,In Person,Successful,15,2026-06-15,Follow-Up
50995,3082,2003,2026-06-12,Text Message,Voicemail,,2026-06-15,Service Planning
50996,3082,2003,2026-06-13,Phone,Successful,10,,Referral
50997,3082,2003,2026-06-15,Phone,Client Declined,,,Service Planning
50998,3082,2003,2026-06-17,Video,Successful,10,,Crisis Support
50999,3082,2003,2026-06-21,In Person,Client Declined,,,Referral
51000,3082,2003,2026-06-27,Phone,Voicemail,,,Service Planning
51001,3082,2003,2026-06-29,Email,Rescheduled,60,,Referral
51002,3082,2003,2026-07-03,Text Message,Successful,30,2026-07-06,Crisis Support
51003,3082,2003,2026-07-11,Text Message,Successful,60,,Referral
51004,3083,2003,2026-02-08,Text Message,Successful,30,2026-03-01,Program Update
51005,3083,2003,2026-02-14,Email,Successful,15,2026-03-07,Referral
51006,3083,2003,2026-02-17,In Person,Successful,90,2026-03-10,Program Update
51007,3083,2003,2026-02-23,Email,Successful,30,2026-03-16,Program Update
51008,3083,2003,2026-02-28,Text Message,No Answer,,2026-03-14,Follow-Up
51009,3083,2003,2026-03-12,Email,No Answer,,2026-04-11,Referral
51010,3083,2003,2026-03-12,In Person,Successful,90,2026-04-11,Crisis Support
51011,3083,2003,2026-03-16,In Person,Successful,45,2026-04-15,Crisis Support
51012,3083,2003,2026-03-16,Phone,Successful,20,2026-03-19,Follow-Up
51013,3083,2003,2026-03-20,In Person,Successful,20,2026-03-23,Referral
51014,3083,2003,2026-03-20,Phone,Successful,90,2026-04-19,Service Planning
51015,3083,2003,2026-03-20,Video,Successful,10,2026-04-10,Crisis Support
51016,3083,2003,2026-03-21,In Person,Voicemail,,2026-04-20,Service Planning
51017,3083,2003,2026-03-25,Outreach Attempt,Successful,90,2026-04-01,Follow-Up
51018,3084,2015,2026-03-28,Outreach Attempt,No Answer,,2026-04-27,Service Planning
51019,3084,2015,2026-04-15,Phone,Successful,15,2026-05-06,Service Planning
51020,3084,2015,2026-04-26,In Person,Successful,20,2026-05-10,Documentation
51021,3084,2015,2026-05-15,Video,Successful,20,2026-05-22,Referral
51022,3084,2015,2026-05-27,In Person,Successful,15,2026-06-26,Service Planning
51023,3084,2015,2026-06-02,In Person,Successful,30,2026-06-16,General Check-In
51024,3084,2015,2026-06-06,Email,Successful,60,2026-07-06,Program Update
51025,3084,2015,2026-06-15,In Person,Successful,90,2026-06-22,Crisis Support
51026,3084,2015,2026-06-23,Outreach Attempt,No Answer,,2026-06-30,Documentation
51027,3084,2015,2026-07-08,Email,No Answer,,,General Check-In
51028,3085,2018,2025-04-13,In Person,Successful,15,2025-04-20,General Check-In
51029,3085,2018,2025-05-04,Video,Successful,60,2025-05-11,General Check-In
51030,3085,2018,2025-05-17,Phone,Successful,90,2025-05-31,Documentation
51031,3085,2018,2025-07-25,Outreach Attempt,No Answer,,2025-08-24,Service Planning
51032,3085,2018,2025-09-15,Phone,Unable to Locate,,,Follow-Up
51033,3085,2018,2025-10-03,Email,No Answer,,2025-10-24,General Check-In
51034,3085,2018,2025-12-01,Outreach Attempt,No Answer,,2025-12-04,Service Planning
